assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000380865.1	PRJNA192357	SAMN02441388	AQYU00000000.1	na	1046938	1046938	Aenigmarchaeota archaeon SCGC AAA011-F07	strain=SCGC AAA011-F07		latest	Contig	Major	Partial	2013/04/23	ASM38086v1	DOE Joint Genome Institute	GCF_000380865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000380865.1_ASM38086v1
GCA_000380905.1	PRJNA192360	SAMN02440424	AQYW00000000.1	na	1046946	1046946	Nanoarchaeota archaeon SCGC AAA011-L22	strain=SCGC AAA011-L22		latest	Contig	Major	Full	2013/04/23	ASM38090v1	DOE Joint Genome Institute	GCF_000380905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000380905.1_ASM38090v1
GCA_000380705.1	PRJNA192282	SAMN02441387	AQYM00000000.1	na	1052801	1052801	Crenarchaeota archaeon SCGC AAA471-B05	strain=SCGC AAA471-B05		latest	Contig	Major	Full	2013/04/23	ASM38070v1	DOE Joint Genome Institute	GCF_000380705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000380705.1_ASM38070v1
GCA_000405885.1	PRJNA192284	SAMN02441603	ASPO00000000.1	na	1052802	1052802	Crenarchaeota archaeon SCGC AAA471-B23	strain=SCGC AAA471-B23		latest	Contig	Major	Full	2013/06/03	ASM40588v1	DOE Joint Genome Institute	GCF_000405885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405885.1_ASM40588v1
GCA_000402895.1	PRJNA192285	SAMN02440401	AQTC00000000.1	na	1052803	1052803	Crenarchaeota archaeon SCGC AAA471-C03	strain=SCGC AAA471-C03		latest	Contig	Major	Full	2013/05/29	ASM40289v1	DOE Joint Genome Institute	GCF_000402895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402895.1_ASM40289v1
GCA_000402095.1	PRJNA192312	SAMN02440397	AQSU00000000.1	na	1052804	1052804	Crenarchaeota archaeon SCGC AAA471-L13	strain=SCGC AAA471-L13		latest	Contig	Major	Full	2013/05/29	ASM40209v1	DOE Joint Genome Institute	GCF_000402095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402095.1_ASM40209v1
GCA_000399825.1	PRJNA192313	SAMN02440535	ASMI00000000.1	na	1052805	1052805	Crenarchaeota archaeon SCGC AAA471-L14	strain=SCGC AAA471-L14		latest	Contig	Major	Full	2013/05/16	ASM39982v1	DOE Joint Genome Institute	GCF_000399825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000399825.1_ASM39982v1
GCA_000398765.1	PRJNA192330	SAMN02440536	ASMJ00000000.1	na	1052806	1052806	Crenarchaeota archaeon SCGC AAA471-O08	strain=SCGC AAA471-O08		latest	Contig	Major	Full	2013/05/16	ASM39876v1	DOE Joint Genome Institute	GCF_000398765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398765.1_ASM39876v1
GCA_000380685.1	PRJNA192281	SAMN02441044	AQYL00000000.1	na	1052823	1052823	Aigarchaeota archaeon SCGC AAA471-A16	strain=SCGC AAA471-A16		latest	Contig	Major	Full	2013/04/23	ASM38068v1	DOE Joint Genome Institute	GCF_000380685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000380685.1_ASM38068v1
GCA_000402935.1	PRJNA192283	SAMN02441064	AQTD00000000.1	na	1052825	1052825	Aigarchaeota archaeon SCGC AAA471-B22	strain=SCGC AAA471-B22		latest	Contig	Major	Partial	2013/05/29	ASM40293v1	DOE Joint Genome Institute	GCF_000402935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402935.1_ASM40293v1
GCA_000402915.1	PRJNA192287	SAMN02440400	AQTB00000000.1	na	1052826	1052826	Aigarchaeota archaeon SCGC AAA471-D15	strain=SCGC AAA471-D15		latest	Contig	Major	Full	2013/05/29	ASM40291v1	DOE Joint Genome Institute	GCF_000402915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402915.1_ASM40291v1
GCA_000402965.1	PRJNA192288	SAMN02441745	AQTA00000000.1	na	1052827	1052827	Aigarchaeota archaeon SCGC AAA471-E14	strain=SCGC AAA471-E14		latest	Contig	Major	Full	2013/05/29	ASM40296v1	DOE Joint Genome Institute	GCF_000402965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402965.1_ASM40296v1
GCA_000398485.1	PRJNA192306	SAMN02441277	ASLU00000000.1	na	1052828	1052828	Aigarchaeota archaeon SCGC AAA471-E16	strain=SCGC AAA471-E16		latest	Contig	Major	Full	2013/05/16	ASM39848v1	DOE Joint Genome Institute	GCF_000398485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398485.1_ASM39848v1
GCA_000405905.1	PRJNA192307	SAMN02440937	ASPD00000000.1	na	1052829	1052829	Aigarchaeota archaeon SCGC AAA471-F17	strain=SCGC AAA471-F17		latest	Contig	Major	Full	2013/06/03	ASM40590v1	DOE Joint Genome Institute	GCF_000405905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405905.1_ASM40590v1
GCA_000398505.1	PRJNA192308	SAMN02440950	ASLV00000000.1	na	1052830	1052830	Aigarchaeota archaeon SCGC AAA471-G05	strain=SCGC AAA471-G05		latest	Contig	Major	Full	2013/05/16	ASM39850v1	DOE Joint Genome Institute	GCF_000398505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398505.1_ASM39850v1
GCA_000405925.1	PRJNA192309	SAMN02441257	ASPE00000000.1	na	1052831	1052831	Aigarchaeota archaeon SCGC AAA471-I13	strain=SCGC AAA471-I13		latest	Contig	Major	Full	2013/06/03	ASM40592v1	DOE Joint Genome Institute	GCF_000405925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405925.1_ASM40592v1
GCA_000398525.1	PRJNA192310	SAMN02441627	ASLW00000000.1	na	1052832	1052832	Aigarchaeota archaeon SCGC AAA471-J07	strain=SCGC AAA471-J07		latest	Contig	Major	Partial	2013/05/16	ASM39852v1	DOE Joint Genome Institute	GCF_000398525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398525.1_ASM39852v1
GCA_000398545.1	PRJNA192311	SAMN02441278	ASLX00000000.1	na	1052833	1052833	Aigarchaeota archaeon SCGC AAA471-J08	strain=SCGC AAA471-J08		latest	Contig	Major	Partial	2013/05/16	ASM39854v1	DOE Joint Genome Institute	GCF_000398545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398545.1_ASM39854v1
GCA_000398565.1	PRJNA192536	SAMN02440951	ASLY00000000.1	na	1052838	1052838	Aigarchaeota archaeon JGI 0000001-A7	strain=JGI 0000001-A7		latest	Contig	Major	Partial	2013/05/16	ASM39856v1	DOE Joint Genome Institute	GCF_000398565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398565.1_ASM39856v1
GCA_000405765.1	PRJNA192537	SAMN02440926	ASPG00000000.1	na	1052839	1052839	Aigarchaeota archaeon JGI 0000001-B8	strain=JGI 0000001-B8		latest	Contig	Major	Partial	2013/06/03	ASM40576v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405765.1_ASM40576v1
GCA_000398585.1	PRJNA192539	SAMN02440533	ASLZ00000000.1	na	1052841	1052841	Aigarchaeota archaeon JGI 0000001-H6	strain=JGI 0000001-H6		latest	Contig	Major	Full	2013/05/16	ASM39858v1	DOE Joint Genome Institute	GCF_000398585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000398585.1_ASM39858v1
GCA_000350305.1	PRJNA68695	SAMN02603168		na	1054217	1054217	Thermoplasmatales archaeon BRNA1	strain=BRNA1		latest	Complete Genome	Major	Full	2013/04/02	ASM35030v1	CSIRO Livestock Industries	GCF_000350305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000350305.1_ASM35030v1
GCA_000416065.1	PRJNA70847	SAMN01940911	AGCX00000000.1	na	1070774	1070774	Halonotius sp. J07HN4			latest	Scaffold	Major	Full	2013/09/04	HN4_v3_031612	University of California San Diego	GCF_000416065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416065.1_HN4_v3_031612
GCA_000447865.2	PRJNA183189	SAMN02469738	ATCR00000000.2	na	1071085	1071085	haloarchaeon 3A1_DGR	strain=3A1_DGR		latest	Scaffold	Major	Full	2014/02/11	ASM44786v2	Directorate of Groundnut Research (Indian Council of Agricultural Research)	GCF_000447865.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000447865.2_ASM44786v2
GCA_000236195.2	PRJNA71229	SAMN02469764	AGNT00000000.1	na	1072681	1072681	Candidatus Haloredivivus sp. G17	strain=G17		latest	Contig	Major	Full	2011/11/25	ASM23619v1		GCF_000236195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000236195.2_ASM23619v1
GCA_000308215.1	PRJNA159487	SAMEA3138426	CAJE00000000.1	representative genome	1175296	1080712	Methanomassiliicoccus luminyensis B10	strain=B10		latest	Contig	Major	Full	2012/06/06	ASM30821v1	URMITE	GCF_000308215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000308215.1_ASM30821v1
GCA_000416085.1	PRJNA70851	SAMN01940911	AGCY00000000.1	na	1085028	1085028	halophilic archaeon J07HX64			latest	Scaffold	Major	Full	2013/09/04	J07ABselected	University of California San Diego	GCF_000416085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416085.1_J07ABselected
GCA_000416105.1	PRJNA70861	SAMN01940911	AGCZ00000000.1	na	1085029	1085029	halophilic archaeon J07HB67			latest	Scaffold	Major	Full	2013/09/04	J07AB_HB67select	University of California San Diego	GCF_000416105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416105.1_J07AB_HB67select
GCA_000220175.2	PRJNA67913	SAMN02470178	AFPU00000000.1	na	1001994	1088740	Candidatus Nitrosoarchaeum koreensis MY1	strain=MY1		latest	Contig	Major	Full	2011/07/07	ASM22017v1		GCF_000220175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220175.2_ASM22017v1
GCA_000230485.1	PRJNA72705	SAMN02954312	AGBE00000000.1	na	1089683	1089683	uncultured marine crenarchaeote ''Gulf of Maine''			latest	Scaffold	Major	Full	2011/10/17	ASM23048v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230485.1_ASM23048v1
GCA_000234805.1	PRJNA74711	SAMN02603094		na	1104324	1104324	Pyrobaculum sp. 1860	strain=1860		latest	Complete Genome	Major	Full	2011/11/10	ASM23480v1		GCF_000234805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000234805.1_ASM23480v1
GCA_000405745.1	PRJNA192508	SAMN02440928	ASPK00000000.1	na	1104571	1104571	Thaumarchaeota archaeon SCGC AB-179-E04	strain=SCGC AB-179-E04		latest	Contig	Major	Full	2013/06/03	ASM40574v1	DOE Joint Genome Institute	GCF_000405745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405745.1_ASM40574v1
GCA_000404545.1	PRJNA192491	SAMN02440541	ASMR00000000.1	na	1104575	1104575	Diapherotrites archaeon SCGC AAA011-K09	strain=SCGC AAA011-K09		latest	Contig	Major	Partial	2013/06/03	ASM40454v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404545.1_ASM40454v1
GCA_000402515.1	PRJNA192509	SAMN02440388	AQRL00000000.1	na	1104577	1104577	Nanoarchaeota archaeon SCGC AAA011-G17	strain=SCGC AAA011-G17		latest	Contig	Major	Full	2013/05/29	ASM40251v1	DOE Joint Genome Institute	GCF_000402515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402515.1_ASM40251v1
GCA_000402735.1	PRJNA192372	SAMN02441751	AQSE00000000.1	na	1104578	1104578	Nanoarchaeota archaeon SCGC AAA011-K22	strain=SCGC AAA011-K22		latest	Contig	Major	Full	2013/05/29	ASM40273v1	DOE Joint Genome Institute	GCF_000402735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402735.1_ASM40273v1
GCA_000402475.1	PRJNA192501	SAMN02440389	AQRM00000000.1	na	1104580	1104580	Nanoarchaeota archaeon SCGC AAA011-L15	strain=SCGC AAA011-L15		latest	Contig	Major	Partial	2013/05/29	ASM40247v1	DOE Joint Genome Institute	GCF_000402475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402475.1_ASM40247v1
GCA_000243315.1	PRJNA64481	SAMN02261413	AHKJ00000000.1	representative genome	671065	1111107	Metallosphaera yellowstonensis MK1	strain=MK1		latest	Scaffold	Major	Full	2012/01/23	ASM24331v1		GCF_000243315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243315.1_ASM24331v1
GCA_000404305.1	PRJNA192504	SAMN02440538	ASMO00000000.1	na	1130284	1130284	Aenigmarchaeota archaeon JGI 0000106-F11	strain=JGI 0000106-F11		latest	Contig	Major	Full	2013/06/03	ASM40430v1	DOE Joint Genome Institute	GCF_000404305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404305.1_ASM40430v1
GCA_000405685.1	PRJNA192397	SAMN02440925	ASPF00000000.1	na	1130285	1130285	Aigarchaeota archaeon JGI 0000106-J15	strain=JGI 0000106-J15		latest	Contig	Major	Full	2013/06/03	ASM40568v1	DOE Joint Genome Institute	GCF_000405685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405685.1_ASM40568v1
GCA_000371945.1	PRJNA165469	SAMN02256501	AQVF00000000.1	na	1130299	1130299	crenarchaeote SCGC AAA261-C22	strain=SCGC AAA261-C22		latest	Contig	Major	Full	2013/04/19	ASM37194v1	DOE Joint Genome Institute	GCF_000371945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000371945.1_ASM37194v1
GCA_000375565.1	PRJNA165471	SAMN02256487	AQVG00000000.1	na	1130300	1130300	crenarchaeote SCGC AAA261-F05	strain=SCGC AAA261-F05		latest	Contig	Major	Full	2013/04/20	ASM37556v1	DOE Joint Genome Institute	GCF_000375565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000375565.1_ASM37556v1
GCA_000375605.1	PRJNA165473	SAMN02256485	AQVH00000000.1	na	1130301	1130301	crenarchaeote SCGC AAA261-G18	strain=SCGC AAA261-G18		latest	Contig	Major	Full	2013/04/20	ASM37560v1	DOE Joint Genome Institute	GCF_000375605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000375605.1_ASM37560v1
GCA_000372145.1	PRJNA165475	SAMN02256489	AQVI00000000.1	na	1130302	1130302	crenarchaeote SCGC AAA261-L14	strain=SCGC AAA261-L14		latest	Contig	Major	Full	2013/04/19	ASM37214v1	DOE Joint Genome Institute	GCF_000372145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000372145.1_ASM37214v1
GCA_000375665.1	PRJNA165543	SAMN02256478	AQVP00000000.1	na	1130303	1130303	crenarchaeote SCGC AAA261-L22	strain=SCGC AAA261-L22		latest	Contig	Major	Partial	2013/04/20	ASM37566v1	DOE Joint Genome Institute	GCF_000375665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000375665.1_ASM37566v1
GCA_000376005.1	PRJNA165477	SAMN02256482	AQVJ00000000.1	na	1130304	1130304	crenarchaeote SCGC AAA261-N13	strain=SCGC AAA261-N13		latest	Contig	Major	Full	2013/04/20	ASM37600v1	DOE Joint Genome Institute	GCF_000376005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376005.1_ASM37600v1
GCA_000375685.1	PRJNA165545	SAMN02256477	AQVQ00000000.1	na	1130305	1130305	crenarchaeote SCGC AAA261-N23	strain=SCGC AAA261-N23		latest	Contig	Major	Full	2013/04/20	ASM37568v1	DOE Joint Genome Institute	GCF_000375685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000375685.1_ASM37568v1
GCA_000375985.1	PRJNA165491	SAMN02256486	AQVK00000000.1	na	1130317	1130317	euryarchaeote SCGC AAA261-E04	strain=SCGC AAA261-E04		latest	Contig	Major	Full	2013/04/20	ASM37598v1	DOE Joint Genome Institute	GCF_000375985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000375985.1_ASM37598v1
GCA_000376025.1	PRJNA165493	SAMN02256483	AQVL00000000.1	na	1130318	1130318	euryarchaeote SCGC AAA261-G15	strain=SCGC AAA261-G15		latest	Contig	Major	Full	2013/04/20	ASM37602v1	DOE Joint Genome Institute	GCF_000376025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376025.1_ASM37602v1
GCA_000399765.1	PRJNA165501	SAMN02441296	ARWQ00000000.1	na	1131266	1131266	Marine Group I thaumarchaeote SCGC AB-629-I23	strain=SCGC AB-629-I23		latest	Contig	Major	Full	2013/05/16	ASM39976v1	DOE Joint Genome Institute	GCF_000399765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000399765.1_ASM39976v1
GCA_000399745.1	PRJNA165499	SAMN02441629	ARWP00000000.1	na	1131267	1131267	Marine Group I thaumarchaeote SCGC AB-629-A13	strain=AB-629-A13		latest	Contig	Major	Partial	2013/05/16	ASM39974v1	DOE Joint Genome Institute	GCF_000399745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000399745.1_ASM39974v1
GCA_000376045.1	PRJNA165503	SAMN02256479	AQVM00000000.1	na	1131268	1131268	Marine Group II euryarchaeote SCGC AB-629-J06	strain=SCGC AB-629-J06		latest	Contig	Major	Full	2013/04/20	ASM37604v1	DOE Joint Genome Institute	GCF_000376045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000376045.1_ASM37604v1
GCA_000632495.1	PRJNA240874	SAMN02679956	JFZT00000000.1	na	1160895	1160895	Candidatus Acidianus copahuensis	strain=ALE1		latest	Contig	Major	Full	2014/04/15	AciCop1.0	INDEAR	GCF_000632495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000632495.1_AciCop1.0
GCA_000242875.3	PRJNA50075	SAMN00016669	AEXL00000000.2	na	859350	1170320	Candidatus Nitrosopumilus salaria BD31	strain=BD31		latest	Contig	Major	Full	2012/05/09	ASM24287v3	Gordon and Betty Moore Foundation Marine Microbiology Initiative	GCF_000242875.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000242875.3_ASM24287v3
GCA_000493245.1	PRJNA157873	SAMN02472127	AJVG00000000.1	na	1172566	1172566	Natrinema sp. J7-1	strain=J7-1		latest	Contig	Major	Full	2013/06/17	Nat_J71	Wuhan University	GCF_000493245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000493245.1_Nat_J71
GCA_000513435.1	PRJEB4754	SAMEA3138845	CBVY000000000.1	na	1173487	1173487	Halorubrum sp. AJ67	strain=AJ67		latest	Contig	Major	Full	2013/12/24	HRSP_AJ67	FCEN-UBA	GCF_000513435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000513435.1_HRSP_AJ67
GCA_000251105.1	PRJNA73221	SAMN02603117		representative genome	1041930	1175444	Methanocella conradii HZ254	strain=HZ254		latest	Complete Genome	Major	Full	2012/03/07	ASM25110v1		GCF_000251105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000251105.1_ASM25110v1
GCA_000063445.1	PRJNA19641	SAMEA3138262		representative genome	351160	1175445	Methanocella arvoryzae MRE50	strain=MRE50		latest	Complete Genome	Major	Full	2006/10/12	ASM6344v1		GCF_000063445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000063445.1_ASM6344v1
GCA_000263735.1	PRJNA162927	SAMN02603491		na	1183377	1183377	Pyrococcus sp. ST04	strain=ST04		latest	Complete Genome	Major	Full	2012/05/22	ASM26373v1		GCF_000263735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000263735.1_ASM26373v1
GCA_000296615.1	PRJNA170959	SAMN02470121	ALWQ00000000.1	na	1194088	1194088	Halorubrum sp. T3	strain=T3		latest	Scaffold	Major	Full	2012/09/17	ASM29661v1	Kunming Institute of Botany, Chinese Academy of Sciences	GCF_000296615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000296615.1_ASM29661v1
GCA_000334895.1	PRJDB105	SAMD00011631	BAFM00000000.1	na	1197130	1197130	Halococcus sp. 197A	strain=197A		latest	Contig	Major	Full	2013/01/29	ASM33489v1	Japan Agency for Marine-Earth Science and Technology	GCF_000334895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000334895.1_ASM33489v1
GCA_000349625.1	PRJNA168252	SAMN02261086	ALXK00000000.1	na	1198115	1198115	Thaumarchaeota archaeon SCGC AB-539-E09		SCGC AB-539-E09	latest	Contig	Major	Full	2013/03/28	GATC	Max Plank Institute for Marine Microbiology	GCF_000349625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000349625.1_GATC
GCA_000349645.1	PRJNA168253	SAMN02261087	ALXL00000000.1	na	1198116	1198116	Thermoplasmatales archaeon SCGC AB-539-N05		SCGC AB-539-N05	latest	Contig	Major	Full	2013/03/28	GATC	Max Plank Institute for Marine Microbiology	GCF_000349645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000349645.1_GATC
GCA_000264495.1	PRJNA163135	SAMN02603096		representative genome	1184251	1200300	Thermogladius cellulolyticus 1633	strain=1633		latest	Complete Genome	Major	Full	2012/05/25	ASM26449v1		GCF_000264495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000264495.1_ASM26449v1
GCA_000784335.1	PRJNA261874	SAMN03077632	JROF00000000.1	na	1202768	1202768	Halopiger salifodinae	strain=KCY07-B2		latest	Contig	Major	Full	2014/11/17	ASM78433v1	Zhejiang University	GCF_000784335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000784335.1_ASM78433v1
GCA_000309865.1	PRJNA172217	SAMN01813472	AMGN00000000.1	na	1220534	1220534	Methanobacterium sp. Maddingley MBC34			latest	Contig	Major	Full	2012/11/02	MMad_1.0	Commonwealth Scientific and Industrial Research Organisation	GCF_000309865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000309865.1_MMad_1.0
GCA_000336975.1	PRJNA174907	SAMN02471677	AOLF00000000.1	na	1227462	1227462	Haloferax sp. ATCC BAA-644	strain=ATCC BAA-644		latest	Contig	Major	Full	2013/02/04	ASM33697v1	University of California, Davis	GCF_000336975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336975.1_ASM33697v1
GCA_000336835.1	PRJNA174908	SAMN02471635	AOLE00000000.1	na	1227463	1227463	Haloferax sp. ATCC BAA-645	strain=ATCC BAA-645		latest	Contig	Major	Full	2013/02/04	ASM33683v1	University of California, Davis	GCF_000336835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336835.1_ASM33683v1
GCA_000336855.1	PRJNA174909	SAMN02471676	AOLD00000000.1	na	1227464	1227464	Haloferax sp. ATCC BAA-646	strain=ATCC BAA-646		latest	Contig	Major	Full	2013/02/04	ASM33685v1	University of California, Davis	GCF_000336855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336855.1_ASM33685v1
GCA_000337075.1	PRJNA174916	SAMN02471650	AOJO00000000.1	representative genome	1227481	1227480	Halorubrum hochstenium ATCC 700873	strain=ATCC 700873		latest	Contig	Major	Full	2013/02/04	ASM33707v1	University of California, Davis	GCF_000337075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337075.1_ASM33707v1
GCA_001189275.1	PRJNA258558	SAMN02999931		na	1227555	1227555	Pyrobaculum sp. WP30	strain=WP30		latest	Complete Genome	Major	Full	2015/07/30	ASM118927v1	Montana State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001189275.1_ASM118927v1
GCA_000299395.1	PRJNA174388	SAMN02603138		na	1229909	1229909	Candidatus Nitrosopumilus sp. AR2	strain=AR2		latest	Complete Genome	Major	Full	2012/09/27	ASM29939v1	Chungbuk National University	GCF_000299395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299395.1_ASM29939v1
GCA_000416005.1	PRJNA176227	SAMN01940911	ARPZ00000000.1	na	1238426	1238426	Haloquadratum sp. J07HQX50			latest	Scaffold	Major	Full	2013/09/04	HQX_031812	University of California, San Diego, Scripps Institution of Oceanography	GCF_000416005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416005.1_HQX_031812
GCA_000416025.1	PRJNA176228	SAMN01940911	ARQA00000000.1	na	1238427	1238427	Halonotius sp. J07HN6			latest	Scaffold	Major	Full	2013/09/04	HN6_031912	University of California, San Diego, Scripps Institution of Oceanography	GCF_000416025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416025.1_HN6_031912
GCA_000416045.1	PRJNA176230	SAMN01940911	ARQB00000000.1	na	1238428	1238428	Halorubrum sp. J07HR59			latest	Scaffold	Major	Full	2013/09/04	HR_032012	University of California, San Diego, Scripps Institution of Oceanography	GCF_000416045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000416045.1_HR_032012
GCA_000364885.1	PRJNA177371	SAMN02261088	AOSH00000000.1	na	1242690	1242690	Thermoplasmatales archaeon SCGC AB-539-C06		SCGC AB-539-C06	latest	Contig	Major	Full	2013/04/15	GATC	Center for Geomicorbiology, Aarhus University	GCF_000364885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000364885.1_GATC
GCA_000349685.1	PRJNA177372	SAMN02261089	AOSI00000000.1	na	1242866	1242866	Thermoplasmatales archaeon SCGC AB-540-F20		SCGC AB-540-F20	latest	Contig	Major	Full	2013/03/28	GATC	Center for Geomicorbiology, Aarhus University	GCF_000349685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000349685.1_GATC
GCA_000328285.1	PRJNA177651	SAMN02469860	ANPG00000000.1	na	1243180	1243180	Haloferax sp. BAB2207	strain=BAB2207		latest	Contig	Major	Full	2012/12/21	Haloferax sp. BAB2207 V.1	Gujarat Genomics Initiative	GCF_000328285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328285.1_Haloferax_sp._BAB2207_V.1
GCA_000437835.1	PRJEB687	SAMEA3138776	CBKQ000000000.1	na	1262903	1262903	Methanoculleus sp. CAG:1088			latest	Scaffold	Major	Full	2013/07/17	MGS1088	DTU	GCF_000437835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000437835.1_MGS1088
